NO,NO. NOTA PENJUALAN,TANGGAL PENJUALAN,NAMA PENJUAL,NAMA PEMBELI,Ur Barang,Jumlah Satuan,Kd Satuan,Netto,Bruto,Fob Valuta,KODE VALUTA,NDPBM,FOB DALAM RUPIAH
82,000123,1/10/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, NPS: 12 - SCH/WT: S-140  PIPE ASME B36.10M API 5L-X60 PSL2 BE INCONEL 625 WELD OVERLAY_NACE MR0175 / ISO 15156_SMLS ( WHP14S-NG230230042-F25B-S01 Pos 9 )   QG-PP-7404, NPS: 12 - SCH/WT: S-140  PIPE ASME B36.10M API 5L-X6 #NON COMMERCIAL VALUE",1.00,D97,794.00,794.00,"62,148,394.07",USD,"15,665.00","973,554,593,106.55"
83,000123,1/10/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, NPS: 12 - SCH/WT: S-140  PIPE ASME B36.10M API 5L-X60 PSL2 BE INCONEL 625 WELD OVERLAY_NACE MR0175 / ISO 15156_SMLS ( WHP14S-NG230230004-F25B-S06 Pos 84 )   QG-PP-7367, NPS: 12 - SCH/WT: S-140  PIPE ASME B36.10M API 5L-X #NON COMMERCIAL VALUE",1.00,D97,819.10,819.10,"64,117,681.49",USD,"15,665.00","1,004,403,480,540.85"
84,000123,1/10/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, NPS: 12 - SCH/WT: S-140  PIPE ASME B36.10M API 5L-X60 PSL2 BE INCONEL 625 WELD OVERLAY_NACE MR0175 / ISO 15156_SMLS ( WHP14S-NG230230004-F25B-S04 Pos 27 )   QG-PP-7414, NPS: 12 - SCH/WT: S-140  PIPE ASME B36.10M API 5L-X #NON COMMERCIAL VALUE",1.00,D97,768.30,768.30,"60,140,493.17",USD,"15,665.00","942,100,825,508.05"
85,000123,1/10/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, NPS: 10 - SCH/WT: S-140  PIPE ASME B36.10M API 5L-X60 PSL2 BE INCONEL 625 WELD OVERLAY_NACE MR0175 / ISO 15156_SMLS ( RP10S-NG245230025-F25B-S02 Pos 24 )  QG-PP-7423 #NON COMMERCIAL VALUE #NON COMMERCIAL VALUE",1.00,PCE,"1,102.40","1,102.40","93,076,570.54",USD,"15,665.00","1,458,044,477,509.10"
86,000123,1/10/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, NPS: 12 - SCH/WT: S-140  PIPE ASME B36.10M API 5L-X60 PSL2 BE INCONEL 625 WELD OVERLAY_NACE MR0175 / ISO 15156_SMLS ( WHP14S-NG230230006-F25B-S02 Pos 11 )   QG-PP-7355 #NON COMMERCIAL VALUE #NON COMMERCIAL VALUE",1.00,PCE,339.90,339.90,"26,604,686.87",USD,"15,665.00","416,762,419,818.55"
87,000123,1/10/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, NPS: 12 - SCH/WT: S-140  PIPE ASME B36.10M API 5L-X60 PSL2 BE INCONEL 625 WELD OVERLAY_NACE MR0175 / ISO 15156_SMLS ( WHP14S-NG230230004-F25B-S05 Pos 57 )   QG-PP-7337 #NON COMMERCIAL VALUE #NON COMMERCIAL VALUE",1.00,PCE,440.50,440.50,"34,481,836.54",USD,"15,665.00","540,157,969,399.10"
88,000123,1/10/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, NPS: 12 - SCH/WT: S-140  PIPE ASME B36.10M API 5L-X60 PSL2 BE INCONEL 625 WELD OVERLAY_NACE MR0175 / ISO 15156_SMLS ( WHP12N-NG260230017-F25B-S02 Pos 18 )   QG-PP-7389, NPS: 10 - SCH/WT: S-140  PIPE ASME B36.10M API 5L-X #NON COMMERCIAL VALUE",1.00,D97,737.30,737.30,"58,570,141.60",USD,"15,665.00","917,501,268,164.00"
89,000123,1/10/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, NPS: 12 - SCH/WT: S-140  PIPE ASME B36.10M API 5L-X60 PSL2 BE INCONEL 625 WELD OVERLAY_NACE MR0175 / ISO 15156_SMLS ( WHP13S-NG225230047-F25B-S04 Pos 77 )   QG-PP-7338 #NON COMMERCIAL VALUE #NON COMMERCIAL VALUE",1.00,PCE,561.60,561.60,"43,961,445.57",USD,"15,665.00","688,656,044,854.05"
90,000124,1/10/2023,PT. SAIPEM INDONESIA,YEOW HWA ENGINEERING PTE LTD,"NEW, THK:  80 MM STEEL PLATE MATERIAL: API 2W GRADE 50 CV2ZX CERT.: CERT. 3.2 PER EN 10204 (2004) OR EQUIVALENT - OTHERS REQUIREMENT: ACCORDING TO PROJECT SPEC. 033727-E-D-01-SPM-SD-S-00005 - LAST REVISION	
QG-PL-2230, QG-PL-2231 #NON COMMERCIAL VALUE",2.00,PCE,"30,144.00","30,144.00","30,897.60",USD,"15,665.00","484,010,904.00"
91,000125,1/10/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 3/16"" ( NEW )","3,638,000.00",KGM,"3,638,000.00","3,638,000.00","29,104.00",SGD,"11,640.53","338,785,985.12"
92,000126,1/10/2023,PT RIAUALAM ANUGERAH INDONESIA,"SAMWOH EXPLORATION PTE,LTD","GRANITE         3/16""    (NEW)","3,705,000.00",KGM,"3,705,000.00","3,705,000.00","22,971.00",SGD,"11,640.53","267,394,614.63"
93,000126,1/10/2023,PT RIAUALAM ANUGERAH INDONESIA,"SAMWOH EXPLORATION PTE,LTD","GRANITE          3/15""  -  1  1/2   (NEW)","1,001,000.00",KGM,"1,001,000.00","1,001,000.00","8,008.00",SGD,"11,640.53","93,217,364.24"
94,000132,1/11/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","4,320.00",TNE,"4,320,000.00","4,320,000.00","41,904.00",SGD,"11,623.39","487,066,534.56"
95,000133,1/11/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 3/16"" ( NEW )","4,608,000.00",KGM,"4,608,000.00","4,608,000.00","36,864.00",SGD,"11,623.39","428,484,648.96"
96,000134,1/11/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 1/4"" - 3/4"" ( NEW )","5,029,000.00",KGM,"5,029,000.00","5,029,000.00","45,763.90",SGD,"11,623.39","531,931,657.62"
97,000136,1/11/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","4,507.00",TNE,"4,507,000.00","4,507,000.00","43,717.90",SGD,"11,623.39","508,150,201.68"
98,000138,1/11/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 3/16""","3,604.00",TNE,"3,604,000.00","3,604,000.00","30,273.60",SGD,"11,623.39","351,881,859.50"
99,000144,1/12/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 3/16"" ( NEW )","4,985,000.00",KGM,"4,985,000.00","4,985,000.00","39,880.00",SGD,"11,623.39","463,540,793.20"
100,000145,1/12/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 3/15"" - 1 1/2"" ( NEW )","2,624,000.00",KGM,"2,624,000.00","2,624,000.00","17,580.80",SGD,"11,623.39","204,348,494.91"
101,000146,1/12/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","3,273.00",TNE,"3,273,000.00","3,273,000.00","31,748.10",SGD,"11,623.39","369,020,548.06"
102,000147,1/12/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","4,365.00",TNE,"4,365,000.00","4,365,000.00","42,340.50",SGD,"11,623.39","492,140,144.29"
103,000148,1/12/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 3/16""","3,691.00",TNE,"3,691,000.00","3,691,000.00","31,004.40",SGD,"11,623.39","360,376,232.92"
104,000151,1/13/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 3/16"" ( NEW )","3,435,000.00",KGM,"3,435,000.00","3,435,000.00","27,480.00",SGD,"11,623.39","319,410,757.20"
105,000152,1/13/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","4,390.00",TNE,"4,390,000.00","4,390,000.00","42,583.00",SGD,"11,623.39","494,958,816.37"
106,000153,1/13/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 3/16""","4,227.00",TNE,"4,227,000.00","4,227,000.00","35,506.80",SGD,"11,623.39","412,709,384.05"
107,000156,1/13/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 1/4"" - 3/4"" ( NEW )","3,632,000.00",KGM,"3,632,000.00","3,632,000.00","33,051.20",SGD,"11,623.39","384,166,987.57"
108,000165,1/13/2023,PT OILTANKING KARIMUN QQ ITG RESOURCES (SINGAPORE) PTE. LTD.,TO THE ORDER OF DAXIN MARINE PTE LTD,GASOIL 50PPM,"46,279.61",BLL,"6,200,704.00","6,200,704.00","5,090,757.10",USD,"15,605.00","79,441,264,545.50"
109,000166,1/14/2023,PT. BUKIT GRANIT MINING MANDIRI,INFINITE PROSPERITY PTE LTD,"GRANITE 1/4"" - 3/4"" (NEW)","4,310.00",TNE,"4,310,000.00","4,310,000.00","38,790.00",SGD,"11,623.39","450,871,298.10"
110,000167,1/14/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","4,451.00",TNE,"4,451,000.00","4,451,000.00","43,174.70",SGD,"11,623.39","501,836,376.23"
111,000168,1/14/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 3/16""","3,507.00",TNE,"3,507,000.00","3,507,000.00","29,458.80",SGD,"11,623.39","342,411,121.33"
112,000169,1/14/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","4,399.00",TNE,"4,399,000.00","4,399,000.00","42,670.30",SGD,"11,623.39","495,973,538.32"
113,000170,1/14/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 3/16"" ( NEW )","4,329,000.00",KGM,"4,329,000.00","4,329,000.00","34,632.00",SGD,"11,623.39","402,541,242.48"
114,000171,1/14/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 1/4"" - 3/4"" ( NEW )","5,000,000.00",KGM,"5,000,000.00","5,000,000.00","45,500.00",SGD,"11,623.39","528,864,245.00"
115,000173,1/14/2023,PT OILTANKING KARIMUN QQ VITOL ASIA PTE LTD,TO THE ORDER OF VITOL ASIA PTE LTD,FUEL OIL,"36,996.96",TNE,"36,996,955.00","36,996,955.00","17,610,550.58",USD,"15,605.00","274,812,641,800.90"
116,000174,1/15/2023,PT. SAIPEM INDONESIA,"FORTH PORTS DUNDEE (VIA PORT OF GULEN, NORWAY)","NEW, FABRICATED JACKET WTG 45 (J212) WITH DAVIT CRANE, DIMENSION : L30000MM X W25980MM X H87810MM | WEIGHT: 1418.64 MT, LOOSE ITEM TP23 CONSIST OF :  ,                                                          , HATCH COVER PL #NON COMMERCIAL VALUE",1.00,PK,"1,418,640.00","1,418,640.00","4,590,431.00",USD,"15,605.00","71,633,675,755.00"
117,000174,1/15/2023,PT. SAIPEM INDONESIA,"FORTH PORTS DUNDEE (VIA PORT OF GULEN, NORWAY)","NEW, FABRICATED JACKET WTG 48 (J219) WITHOUT DAVIT CRANE, DIMENSION : L30000MM X W25980MM X H87810MM | WEIGHT: 1414.24 MT, LOOSE ITEM TP30 CONSIST OF :  , , HATCH COVER PLATE (1  Pcs), COUNTERSUNK BOLT M10 HATCH COVER (4 pcs) #NON COMMERCIAL VALUE",1.00,PK,"1,414,240.00","1,414,240.00","4,520,431.00",USD,"15,605.00","70,541,325,755.00"
118,000174,1/15/2023,PT. SAIPEM INDONESIA,"FORTH PORTS DUNDEE (VIA PORT OF GULEN, NORWAY)","NEW, FABRICATED JACKET WTG 51 (J223) WITHOUT DAVIT CRANE, DIMENSION : L30000MM X W25980MM X H87810MM | WEIGHT: 1414.24 MT, LOOSE ITEM TP36 CONSIST OF :  , , HATCH COVER PLATE (1  Pcs), COUNTERSUNK BOLT M10 HATCH COVER (4 pcs) #NON COMMERCIAL VALUE",1.00,PK,"1,414,240.00","1,414,240.00","4,520,431.00",USD,"15,605.00","70,541,325,755.00"
119,000174,1/15/2023,PT. SAIPEM INDONESIA,"FORTH PORTS DUNDEE (VIA PORT OF GULEN, NORWAY)","NEW, FABRICATED JACKET WTG 38 (J231) WITH DAVIT CRANE, DIMENSION : L30000MM X W25980MM X H87810MM | WEIGHT: 1418.64 MT, LOOSE ITEM TP44 CONSIST OF :  , , HATCH COVER PLATE (1  Pcs), COUNTERSUNK BOLT M10 HATCH COVER (4 pcs), E #NON COMMERCIAL VALUE",1.00,PK,"1,418,640.00","1,418,640.00","4,590,431.00",USD,"15,605.00","71,633,675,755.00"
120,000174,1/15/2023,PT. SAIPEM INDONESIA,"FORTH PORTS DUNDEE (VIA PORT OF GULEN, NORWAY)","NEW, FABRICATED JACKET WTG 76 (J221) WITHOUT DAVIT CRANE, DIMENSION : L30000MM X W25980MM X H87810MM | WEIGHT: 1414.24 MT, LOOSE ITEM TP33 CONSIST OF :  , , HATCH COVER PLATE (1  Pcs), COUNTERSUNK BOLT M10 HATCH COVER (4 pcs) #NON COMMERCIAL VALUE",1.00,PK,"1,414,240.00","1,414,240.00","4,520,431.00",USD,"15,605.00","70,541,325,755.00"
121,000174,1/15/2023,PT. SAIPEM INDONESIA,"FORTH PORTS DUNDEE (VIA PORT OF GULEN, NORWAY)","NEW, FABRICATED JACKET WTG 86 (J113) WITHOUT DAVIT CRANE, DIMENSION : L30000MM X W25980MM X H82860MM | WEIGHT: 1372.13 MT, LOOSE ITEM TP34 CONSIST OF :  , , HATCH COVER PLATE (1  Pcs), COUNTERSUNK BOLT M10 HATCH COVER (4 pcs) #NON COMMERCIAL VALUE",1.00,PK,"1,372,130.00","1,372,130.00","4,520,431.00",USD,"15,605.00","70,541,325,755.00"
122,000174,1/15/2023,PT. SAIPEM INDONESIA,"FORTH PORTS DUNDEE (VIA PORT OF GULEN, NORWAY)","NEW, FABRICATED BOLLARD STERN BRIDDLE, DIMENSION : L650MM X W650MM X H275MM | WEIGHT: 0.6484 MT #NON COMMERCIAL VALUE",2.00,EA,648.40,648.40,972.60,USD,"15,605.00","15,177,423.00"
123,000174,1/15/2023,PT. SAIPEM INDONESIA,"FORTH PORTS DUNDEE (VIA PORT OF GULEN, NORWAY)","NEW, KICK PLATE, DIMENSION : L2000MM X W60MM X 6MM THK | WEIGHT: 0.56 MT #NON COMMERCIAL VALUE",100.00,EA,560.00,560.00,336.00,USD,"15,605.00","5,243,280.00"
124,000174,1/15/2023,PT. SAIPEM INDONESIA,"FORTH PORTS DUNDEE (VIA PORT OF GULEN, NORWAY)","NEW, FABRICATED JACKET WTG 28 (J108) WITHOUT DAVID CRANE, DIMENSION : L30000MM X W25980MM X H82860MM | WEIGHT: 1372.13 MT, LOOSE ITEM TP22 CONSIST OF :  , , HATCH COVER PLATE (1  Pcs), COUNTERSUNK BOLT M10 HATCH COVER (4 pcs) #NON COMMERCIAL VALUE",1.00,PK,"1,372,130.00","1,372,130.00","4,520,431.00",USD,"15,605.00","70,541,325,755.00"
125,000174,1/15/2023,PT. SAIPEM INDONESIA,"FORTH PORTS DUNDEE (VIA PORT OF GULEN, NORWAY)","NEW, FABRICATED JACKET WTG 94 (J213) WITHOUT DAVIT CRANE, DIMENSION : L30000MM X W25980MM X H87810MM | WEIGHT: 1414.24 MT, LOOSE ITEM TP24 CONSIST OF :  , , HATCH COVER PLATE (1  Pcs), COUNTERSUNK BOLT M10 HATCH COVER (4 pcs) #NON COMMERCIAL VALUE",1.00,PK,"1,414,240.00","1,414,240.00","4,520,431.00",USD,"15,605.00","70,541,325,755.00"
126,000174,1/15/2023,PT. SAIPEM INDONESIA,"FORTH PORTS DUNDEE (VIA PORT OF GULEN, NORWAY)","NEW, FABRICATED JACKET WTG 9 (J214) WITHOUT DAVIT CRANE, DIMENSION : L30000MM X W25980MM X H87810MM | WEIGHT: 1414.24 MT, LOOSE ITEM TP26 CONSIST OF :  , , HATCH COVER PLATE (1  Pcs), COUNTERSUNK BOLT M10 HATCH COVER (4 pcs), #NON COMMERCIAL VALUE",1.00,PK,"1,414,240.00","1,414,240.00","4,520,431.00",USD,"15,605.00","70,541,325,755.00"
127,000174,1/15/2023,PT. SAIPEM INDONESIA,"FORTH PORTS DUNDEE (VIA PORT OF GULEN, NORWAY)","NEW, FABRICATED JACKET WTG 118 (J216) WITH DAVIT CRANE, DIMENSION :L30000MM X W25980MM X H87810MM | WEIGHT: 1418.64 MT, LOOSE ITEM TP28 CONSIST OF :  , , HATCH COVER PLATE (1  Pcs), COUNTERSUNK BOLT M10 HATCH COVER (4 pcs), E #NON COMMERCIAL VALUE",1.00,PK,"1,418,640.00","1,418,640.00","4,590,431.00",USD,"15,605.00","71,633,675,755.00"
128,000174,1/15/2023,PT. SAIPEM INDONESIA,"FORTH PORTS DUNDEE (VIA PORT OF GULEN, NORWAY)","NEW, FABRICATED JACKET WTG 68 (J217) WITHOUT DAVIT CRANE, DIMENSION : L30000MM X W25980MM X H87810MM | WEIGHT: 1414.24 MT, LOOSE ITEM TP29 CONSIST OF :  , , HATCH COVER PLATE (1  Pcs), COUNTERSUNK BOLT M10 HATCH COVER (4 pcs) #NON COMMERCIAL VALUE",1.00,PK,"1,414,240.00","1,414,240.00","4,520,431.00",USD,"15,605.00","70,541,325,755.00"
129,000174,1/15/2023,PT. SAIPEM INDONESIA,"FORTH PORTS DUNDEE (VIA PORT OF GULEN, NORWAY)","NEW, FABRICATED JACKET WTG 90 (J227) WITH DAVIT CRANE, DIMENSION :L30000MM X W25980MM X H87810MM | WEIGHT: 1418.64 MT, LOOSE ITEM TP40 CONSIST OF :  , , HATCH COVER PLATE (1  Pcs), COUNTERSUNK BOLT M10 HATCH COVER (4 pcs), EY #NON COMMERCIAL VALUE",1.00,PK,"1,418,640.00","1,418,640.00","4,590,431.00",USD,"15,605.00","71,633,675,755.00"
130,000174,1/15/2023,PT. SAIPEM INDONESIA,"FORTH PORTS DUNDEE (VIA PORT OF GULEN, NORWAY)","NEW, FABRICATED JACKET WTG 3 (J110) WITHOUT DAVIT CRANE, DIMENSION : L30000MM X W25980MM X  H82860MM | WEIGHT: 1372.13 MT, LOOSE ITEM FOR TP21 CONSIST OF : , , HATCH COVER PLATE (1  Pcs), COUNTERSUNK BOLT M10 HATCH COVER (4 p #NON COMMERCIAL VALUE",1.00,PK,"1,372,130.00","1,372,130.00","4,520,431.00",USD,"15,605.00","70,541,325,755.00"
131,000174,1/15/2023,PT. SAIPEM INDONESIA,"FORTH PORTS DUNDEE (VIA PORT OF GULEN, NORWAY)","NEW, FABRICATED JACKET WTG 24 (J233) WITHOUT DAVIT CRANE, DIMENSION : L30000MM X W25980MM X H87810MM | WEIGHT: 1414.24 MT, LOOSE ITEM TP46 CONSIST OF :  , , HATCH COVER PLATE (1  Pcs), COUNTERSUNK BOLT M10 HATCH COVER (4 pcs) #NON COMMERCIAL VALUE",1.00,PK,"1,414,240.00","1,414,240.00","4,520,431.00",USD,"15,605.00","70,541,325,755.00"
132,000174,1/15/2023,PT. SAIPEM INDONESIA,"FORTH PORTS DUNDEE (VIA PORT OF GULEN, NORWAY)","NEW, FABRICATED DAVIT CRANE SUPPORT (BOOM REST) | WEIGHT: 1.543 MT, DIMENSION : L910MM X W910MM X H2508MM  #NON COMMERCIAL VALUE",10.00,EA,"1,543.00","1,543.00","6,172.00",USD,"15,605.00","96,314,060.00"
133,000174,1/15/2023,PT. SAIPEM INDONESIA,"FORTH PORTS DUNDEE (VIA PORT OF GULEN, NORWAY)","NEW, BOLLARD CLOSURE PLATE, DIMENSION : L5598MM X W1005MM X H300MM | WEIGHT: 3.666 MT #NON COMMERCIAL VALUE",3.00,EA,"3,666.00","3,666.00","4,399.20",USD,"15,605.00","68,649,516.00"
134,000175,1/15/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","4,507.00",TNE,"4,507,000.00","4,507,000.00","43,717.90",SGD,"11,623.39","508,150,201.68"
135,000176,1/15/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 3/16""","4,453.00",TNE,"4,453,000.00","4,453,000.00","37,405.20",SGD,"11,623.39","434,775,227.63"
136,000177,1/15/2023,PT. BUKIT GRANIT MINING MANDIRI,INFINITE PROSPERITY PTE LTD,"GRANITE 1/4"" - 3/4"" (NEW)","3,112.00",TNE,"3,112,000.00","3,112,000.00","28,008.00",SGD,"11,623.39","325,547,907.12"
137,000179,1/15/2023,PT RIAUALAM ANUGERAH INDONESIA,"SAMWOH EXPLORATION PTE,LTD","GRANITE         3/16""   (NEW)","4,722,000.00",KGM,"4,722,000.00","4,722,000.00","29,276.40",SGD,"11,623.39","340,291,015.00"
138,000180,1/15/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 3/16"" ( NEW )","4,418,000.00",KGM,"4,418,000.00","4,418,000.00","35,344.00",SGD,"11,623.39","410,817,096.16"
139,000181,1/15/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 1/4"" - 3/4"" ( NEW )","4,985,000.00",KGM,"4,985,000.00","4,985,000.00","45,363.50",SGD,"11,623.39","527,277,652.27"
140,000182,1/15/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 3/16"" ( NEW )","5,029,000.00",KGM,"5,029,000.00","5,029,000.00","40,232.00",SGD,"11,623.39","467,632,226.48"
141,000183,1/16/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 1/4"" - 3/4"" ( NEW )","3,632,000.00",KGM,"3,632,000.00","3,632,000.00","33,051.20",SGD,"11,623.39","384,166,987.57"
142,000184,1/16/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","3,604.00",TNE,"3,604,000.00","3,604,000.00","34,958.80",SGD,"11,623.39","406,339,766.33"
143,000185,1/16/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","3,691.00",TNE,"3,691,000.00","3,691,000.00","35,802.70",SGD,"11,623.39","416,148,745.15"
144,000186,1/16/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 3/16""","4,365.00",TNE,"4,365,000.00","4,365,000.00","36,666.00",SGD,"11,623.39","426,183,217.74"
145,000188,1/16/2023,PT. KARIMUN SEMBAWANG SHIPYARD,JURONG SHIPYARD PTE LTD,PROJECT - 2159J110026 : BLOCK T02S,1.00,NIU,"60,254.00","60,254.00","79,836.55",SGD,"11,623.39","927,971,356.90"
146,000188,1/16/2023,PT. KARIMUN SEMBAWANG SHIPYARD,JURONG SHIPYARD PTE LTD,PROJECT - 2159J110026 : BLOCK T02P,1.00,NIU,"49,835.00","49,835.00","66,031.38",SGD,"11,623.39","767,508,481.98"
147,000189,1/16/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 3/15"" - 1 1/2"" ( NEW )","2,624,000.00",KGM,"2,624,000.00","2,624,000.00","17,580.80",SGD,"11,623.39","204,348,494.91"
148,000194,1/17/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","4,011.00",TNE,"4,011,000.00","4,011,000.00","38,906.70",SGD,"11,623.39","452,227,747.71"
149,000197,1/17/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 3/16"" ( NEW )","3,427,000.00",KGM,"3,427,000.00","3,427,000.00","27,416.00",SGD,"11,623.39","318,666,860.24"
150,000198,1/17/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","4,451.00",TNE,"4,451,000.00","4,451,000.00","43,174.70",SGD,"11,623.39","501,836,376.23"
151,000199,1/17/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 3/16"" ( NEW )","4,608,000.00",KGM,"4,608,000.00","4,608,000.00","36,864.00",SGD,"11,623.39","428,484,648.96"
152,000201,1/17/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 3/16""","4,390.00",TNE,"4,390,000.00","4,390,000.00","36,876.00",SGD,"11,623.39","428,624,129.64"
153,000209,1/17/2023,PT OILTANKING KARIMUN QQ VITOL ASIA PTE LTD,TO THE ORDER OF VITOL ASIA PTE LTD,GASOLINE,"295,687.87",BLL,"35,084,602.00","35,084,602.00","28,977,411.26",USD,"15,605.00","452,192,502,712.30"
154,000211,1/18/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","3,273.00",TNE,"3,273,000.00","3,273,000.00","31,748.10",SGD,"11,635.86","369,416,446.87"
155,000214,1/18/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","4,227.00",TNE,"4,227,000.00","4,227,000.00","41,001.90",SGD,"11,635.86","477,092,368.13"
156,000215,1/18/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 3/16""","3,507.00",TNE,"3,507,000.00","3,507,000.00","29,458.80",SGD,"11,635.86","342,778,472.57"
157,000216,1/18/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 1/4"" - 3/4"" ( NEW )","5,000,000.00",KGM,"5,000,000.00","5,000,000.00","45,500.00",SGD,"11,635.86","529,431,630.00"
158,000217,1/18/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 1/4"" - 3/4"" ( NEW )","4,370,000.00",KGM,"4,370,000.00","4,370,000.00","39,767.00",SGD,"11,635.86","462,723,244.62"
159,000220,1/18/2023,PT OILTANKING KARIMUN QQ VITOL ASIA PTE LTD,TO THE ORDER OF VITOL ASIA PTE LTD,HSFO,"2,412.35",TNE,"2,412,350.00","2,412,350.00","880,507.75",USD,"15,447.00","13,601,203,214.25"
160,000221,1/19/2023,PT OILTANKING KARIMUN QQ VITOL ASIA PTE LTD,TO THE ORDER OF VITOL ASIA PTE LTD,BITUMEN FEED (FUEL OIL),"20,059.22",TNE,"20,059,220.00","20,059,220.00","10,230,202.20",USD,"15,447.00","158,025,933,383.40"
